step,timestamp,train_loss_total,train_loss_ce,train_loss_belief_align,train_loss_self_consistency,train_loss_model_align,val_loss,val_ce,train_ppl,train_bpc,val_ppl,val_bpc,beta_mean,beta_std,kl_mean,kl_std,mu_lr,sigma_lr,phi_lr,ffn_lr,grad_norm_total,grad_norm_mu,grad_norm_ffn,step_time,tokens_per_sec
11,1765078963.2027025,17.682523727416992,4.768457412719727,8.103203773498535,0.5556960105895996,4.255166530609131,,,117.73748146467997,6.879429862020967,,,0.03125,0,0.851411759853363,0,0.2359856739640236,0,0.09439426958560944,0.2359856739640236,14.171826845081595,14.122509002685547,0.0,25.131364107131958,10.186474514821521
12,1765078988.4577315,17.853816986083984,4.416457176208496,7.283928394317627,1.1456756591796875,5.007756233215332,12.690983009338378,4.38275294303894,82.80241074196495,6.3716008664144725,80.05812072753906,6.322975936363789,0.03125,0,0.8274527788162231,0,0.23180245608091354,0,0.09272098243236543,0.23180245608091354,15.38407220113129,15.182830810546875,0.0,25.25502896308899,10.136594987641946
13,1765079265.20825,18.073158264160156,4.365342617034912,7.904221534729004,1.6788444519042969,4.124749183654785,,,78.67635118269607,6.297858145377517,,,0.03125,0,0.9817454218864441,0,0.2271212786436081,0,0.09084851145744324,0.2271212786436081,15.694229964714758,15.195181846618652,0.0,25.240950345993042,10.14224886507253
14,1765079290.522439,18.115707397460938,4.306548595428467,8.175021171569824,1.7924946546554565,3.841643810272217,13.683448123931885,4.305436515808106,74.1840075616157,6.21303630197198,74.1015625,6.211431910218612,0.03125,0,1.1009987592697144,0,0.22196395695209503,0,0.08878558278083802,0.22196395695209503,13.527504466703023,12.98874282836914,0.0,25.314188957214355,10.112905471026039
15,1765079567.9902265,18.33274269104004,4.313595771789551,8.634130477905273,1.9856573343276978,3.3993592262268066,,,74.70864176974202,6.2232032283603855,,,0.03125,0,1.3751126527786255,0,0.21635454893112183,0,0.08654181957244873,0.21635454893112183,12.734916584206314,12.387893676757812,0.0,25.329972743988037,10.106603847837164
16,1765079593.44221,17.4769287109375,4.308284759521484,8.559588432312012,1.34318208694458,3.265873432159424,12.56505069732666,4.328296279907226,74.31291504170935,6.215541057299146,75.81500244140625,6.244411578520304,0.03125,0,2.440455198287964,0,0.21031920611858368,0,0.08412768244743347,0.21031920611858368,13.292604769818666,13.130969047546387,0.0,25.43635320663452,10.06433579217747
17,1765079871.347832,16.142147064208984,4.319733619689941,7.160469055175781,1.3205139636993408,3.341430187225342,,,75.16860218930393,6.23205827108801,,,0.03125,0,4.598404884338379,0,0.20388606935739517,0,0.08155442774295807,0.20388606935739517,11.588757051149457,11.48093032836914,0.0,25.46838665008545,10.051677144580381
18,1765079896.7869804,15.041831970214844,4.267683982849121,6.759849548339844,0.7948431372642517,3.2194559574127197,10.051387310028076,4.169318675994873,71.35618195518488,6.156966518137687,64.67137145996094,6.0150553777435425,0.03125,0,7.276564121246338,0,0.19708511978387833,0,0.07883404791355134,0.19708511978387833,11.145511802800844,11.055634498596191,0.0,25.439148426055908,10.063229936493999
19,1765080175.1772635,14.606557846069336,4.160545825958252,6.649933815002441,0.7716211080551147,3.024456739425659,,,64.10650404617861,6.002398830501247,,,0.03125,0,8.695561408996582,0,0.18994808942079544,0,0.07597923576831818,0.18994808942079544,12.198496359115053,12.084396362304688,0.0,25.51474404335022,10.033414388364989
20,1765080200.4703772,14.542081832885742,4.034670829772949,6.563907623291016,1.1316276788711548,2.811875343322754,9.734410381317138,3.8867258548736574,56.52431105539253,5.820799597732793,48.75101089477539,5.607360116121143,0.03125,0,9.665578842163086,0,0.18250823393464088,0,0.07300329357385636,0.18250823393464088,12.154740902263915,12.040553092956543,0.0,25.293113708496094,10.12133195423892
21,1765080478.6002822,13.693071365356445,3.899808406829834,6.4379377365112305,1.0014678239822388,2.353858470916748,,,49.392984840365315,5.626234248950491,,,0.03125,0,10.911917686462402,0,0.17480024695396423,0,0.0699200987815857,0.17480024695396423,9.473988460114267,9.33345890045166,0.0,25.44903039932251,10.059322338929466
22,1765080504.0516005,14.186866760253906,3.8110382556915283,6.403014183044434,1.2893363237380981,2.683478593826294,9.442972183227539,3.707051467895508,45.19734091039051,5.498165992124293,40.73352813720703,5.348144769053002,0.03125,0,11.823283195495605,0,0.16686007753014565,0,0.06674403101205827,0.16686007753014565,9.487977514720907,9.383993148803711,0.0,25.45131826400757,10.058418088387466
23,1765080783.523099,13.505341529846191,3.7117526531219482,6.222659111022949,1.0109318494796753,2.559997320175171,,,40.92547186243513,5.354927145665488,,,0.03125,0,12.476099967956543,0,0.15872472897171974,0,0.0634898915886879,0.15872472897171974,9.785546615575594,9.707747459411621,0.0,25.458444118499756,10.055602722947778
24,1765080809.022136,13.424921989440918,3.661534547805786,6.577367305755615,0.9713694453239441,2.2146503925323486,8.240280914306641,3.651108813285828,38.92102323924292,5.282477734163021,38.51734924316406,5.267436578673452,0.03125,0,13.32631778717041,0,0.1504321377724409,0,0.06017285510897637,0.1504321377724409,9.208428252802644,9.148757934570312,0.0,25.497674465179443,10.040131320587804
25,1765081088.3926806,13.318604469299316,3.657538890838623,6.752803802490234,1.1045912504196167,1.803669810295105,,,38.76581846058603,5.276713219671401,,,0.03125,0,14.276040077209473,0,0.14202098548412323,0,0.056808394193649296,0.14202098548412323,7.8737332518712355,7.810694694519043,0.0,25.504817485809326,10.037319425729525
26,1765081113.8984704,12.665138244628906,3.644113302230835,6.319540977478027,0.9292113184928894,1.7722724676132202,7.989879703521728,3.6550823211669923,38.2488426474143,5.25734418956593,38.67070007324219,5.273169138788542,0.03125,0,14.245077133178711,0,0.13353045843541622,0,0.05341218337416649,0.13353045843541622,9.193457631877726,9.145806312561035,0.0,25.505789756774902,10.036936806945988
27,1765081393.0496674,11.66158676147461,3.6412549018859863,5.830466270446777,0.9474300742149353,1.242435336112976,,,38.139668248803865,5.253220389563542,,,0.0312500037252903,0,15.324141502380371,0,0.1250001584488558,0,0.050000063379542325,0.1250001584488558,7.068662954521259,7.013346195220947,0.0,25.310230016708374,10.11448729746839
28,1765081418.5532923,12.048351287841797,3.6414334774017334,6.292586803436279,0.6112216711044312,1.5031102895736694,7.810098266601562,3.649605464935303,38.14647966789005,5.253478019574534,38.45949172973633,5.265267705463422,0.03125,0,15.714457511901855,0,0.11646987311542034,0,0.04658794924616814,0.11646987311542034,7.041773262908309,6.995978355407715,0.0,25.50362491607666,10.037788778748306
29,1765081697.4280968,12.082223892211914,3.6812117099761963,6.234060764312744,1.161468505859375,1.0054826736450195,,,39.69446312078176,5.31086587844504,,,0.03125,0,16.31572914123535,0,0.10797934420406818,0,0.043191737681627276,0.10797934420406818,6.476901991367336,6.418917655944824,0.0,25.30095887184143,10.11819359482513
30,1765081722.8349233,12.74897575378418,3.662200689315796,6.298641681671143,1.3664144277572632,1.4217193126678467,7.539776134490967,3.6270947456359863,38.94695878584766,5.283438773216043,37.60340881347656,5.232791602363454,0.0312500037252903,0,16.907690048217773,0,0.0995681881904602,0,0.039827275276184085,0.0995681881904602,7.04003692253607,6.976730823516846,0.0,25.406826496124268,10.076032126210333
31,1765082001.2831511,11.913454055786133,3.6161115169525146,6.044419288635254,0.6235379576683044,1.629385232925415,,,37.19266323464245,5.21694615280886,,,0.03125,0,17.85814094543457,0,0.09127559140324593,0,0.03651023656129837,0.09127559140324593,6.384189211478668,6.344610214233398,0.0,25.440889596939087,10.062541210461468
32,1765082026.7712765,11.08438777923584,3.5947163105010986,5.818020820617676,0.7647223472595215,0.9069278836250305,6.9747514724731445,3.584553265571594,36.405370701421674,5.186079394562606,36.037254333496094,5.171417220042478,0.03125,0,18.07245635986328,0,0.08314023539423943,0,0.03325609415769577,0.08314023539423943,5.902282726984003,5.870432376861572,0.0,25.488125324249268,10.043892861608105
33,1765082304.5492713,11.201539993286133,3.5828135013580322,5.885806083679199,0.7827795743942261,0.9501407146453857,,,35.97461321991023,5.168907270839257,,,0.0312500037252903,0,18.603214263916016,0,0.07520005851984024,0,0.0300800234079361,0.07520005851984024,5.513764416105603,5.485456943511963,0.0,25.375949144363403,10.088292601140543
34,1765082329.9372883,10.918256759643555,3.5724680423736572,5.923853874206543,0.7852806448936462,0.6366550326347351,6.726558494567871,3.5539654731750487,35.604357867463825,5.153981928466779,34.95164489746094,5.1272883636402415,0.03125,0,19.38508415222168,0,0.06749207526445389,0,0.026996830105781557,0.06749207526445389,4.831638343108632,4.801948547363281,0.0,25.388016939163208,10.083497289821715
35,1765082607.724939,10.672648429870605,3.5529983043670654,5.676185607910156,0.7123819589614868,0.7310817241668701,,,34.91785504885579,5.1258930339972615,,,0.03125,0,19.357421875,0,0.06005220115184784,0,0.024020880460739136,0.06005220115184784,5.400499338935491,5.382020473480225,0.0,25.31074285507202,10.114282360886936
36,1765082633.0485895,10.397684097290039,3.5352585315704346,5.585898399353027,0.7923498153686523,0.4841778576374054,6.515056800842285,3.54112594127655,34.30388220445469,5.100299951757065,34.50575256347656,5.108764834642941,0.03125,0,19.374826431274414,0,0.05291514843702316,0,0.021166059374809268,0.05291514843702316,4.286822569647747,4.26705265045166,0.0,25.323650360107422,10.109127095013093
37,1765082910.2348182,10.69523811340332,3.5504324436187744,5.604833126068115,0.706915020942688,0.8330574631690979,,,34.828375540242625,5.122191279420091,,,0.03125,0,19.594335556030273,0,0.04611419141292572,0,0.01844567656517029,0.04611419141292572,4.832414289915596,4.802220821380615,0.0,25.213871479034424,10.153141306080919
38,1765082935.4601202,10.116159439086914,3.529576539993286,5.599673748016357,0.6119202375411987,0.3749889135360718,6.260023212432861,3.539015531539917,34.109520538294554,5.0921025706863405,34.433006286621094,5.105720156981658,0.0312500037252903,0,19.548004150390625,0,0.03968103229999542,0,0.01587241291999817,0.03968103229999542,3.8101250296546225,3.783083438873291,0.0,25.22530198097229,10.148540548418548
39,1765083212.6498303,10.08141803741455,3.532522439956665,5.723446369171143,0.5201335549354553,0.30531540513038635,,,34.21015192582361,5.096352605954462,,,0.03125,0,19.992218017578125,0,0.033645667135715485,0,0.013458266854286194,0.033645667135715485,3.687721669449813,3.6432173252105713,0.0,25.242010831832886,10.141822761487628
40,1765083237.9615476,10.25062084197998,3.540963649749756,5.8010735511779785,0.6625025272369385,0.24608111381530762,6.121001577377319,3.540300703048706,34.50014923740202,5.108530697462057,34.4772834777832,5.107574267544079,0.03125,0,19.90921974182129,0,0.02803625911474228,0,0.011214503645896913,0.02803625911474228,3.3011676007493023,3.261035203933716,0.0,25.31171727180481,10.113892994734227
41,1765083515.4682803,10.378788948059082,3.5344972610473633,5.9610981941223145,0.6730399131774902,0.21015223860740662,,,34.27777760769625,5.099201670548655,,,0.03125,0,20.204973220825195,0,0.022878922522068024,0,0.00915156900882721,0.022878922522068024,3.1740947102915316,3.149996519088745,0.0,25.337761163711548,10.10349724057863
42,1765083540.7212322,10.128071784973145,3.5482680797576904,5.790134429931641,0.6023106575012207,0.1873580515384674,6.040775632858276,3.5426185846328737,34.75307578031759,5.119068762411025,34.557289123535156,5.110918263810926,0.03125,0,20.145980834960938,0,0.018197715282440186,0,0.007279086112976074,0.018197715282440186,2.889510847935344,2.8580846786499023,0.0,25.252951860427856,10.137428741594356
43,1765083817.986264,10.30024528503418,3.5385453701019287,6.007834434509277,0.5977132320404053,0.15615174174308777,,,34.41681902714009,5.105041857406654,,,0.03125,0,19.62112045288086,0,0.014014475047588348,0,0.0056057900190353395,0.014014475047588348,2.5135888938589206,2.486041307449341,0.0,25.389304399490356,10.082985968104692
44,1765083843.212088,10.340031623840332,3.5528454780578613,6.015770435333252,0.6096369028091431,0.1617785394191742,6.013913488388061,3.544273924827576,34.91251908969121,5.125672552238855,34.614540100097656,5.113306414900807,0.03125,0,19.682537078857422,0,0.010348699986934662,0,0.004139479994773865,0.010348699986934662,2.433487991131116,2.3989317417144775,0.0,25.225824117660522,10.148330488864987
45,1765084120.484585,9.849774360656738,3.5277645587921143,5.760848045349121,0.42390915751457214,0.1372523456811905,,,34.047770689975486,5.089488434393226,,,0.03125,0,20.357973098754883,0,0.007217489182949066,0,0.0028869956731796265,0.007217489182949066,2.370434141767897,2.3342390060424805,0.0,25.303462743759155,10.11719236186912
46,1765084145.8584332,10.272403717041016,3.547759532928467,5.947987079620361,0.5789143443107605,0.19774273037910461,5.987691259384155,3.5450474500656126,34.73540670698015,5.118335084422444,34.64133071899414,5.114422375925725,0.03125,0,19.756277084350586,0,0.004635423421859741,0,0.0018541693687438967,0.004635423421859741,1.9675617852881744,1.935292363166809,0.0,25.37384819984436,10.089127907747564
47,1765084424.5226972,10.110864639282227,3.544503688812256,5.903717994689941,0.5857378840446472,0.0769052654504776,,,34.62249754448653,5.113637894262079,,,0.03125,0,20.127649307250977,0,0.002614550292491913,0,0.0010458201169967652,0.002614550292491913,1.7656367896674094,1.735988974571228,0.0,27.482985019683838,9.31485425679372
48,1765084451.7774158,10.049741744995117,3.5447120666503906,5.837070941925049,0.5543286800384521,0.1136302649974823,5.973435544967652,3.54531512260437,34.62971285740522,5.113938519935788,34.65060043334961,5.114808545769972,0.03125,0,19.88852310180664,0,0.0011643022298812866,0,0.00046572089195251465,0.0011643022298812866,2.0634559870150904,2.0332813262939453,0.0,27.254718542099,9.392868967058662
49,1765084728.8032482,10.270814895629883,3.546729564666748,5.9162774085998535,0.7184253334999084,0.08938177675008774,,,34.69964875845122,5.11684915431899,,,0.03125,0,20.151729583740234,0,0.00029142946004867554,0,0.00011657178401947021,0.00029142946004867554,1.6833912576740757,1.6637338399887085,0.0,25.19431495666504,10.161022454483383
50,1765084754.0250685,9.910585403442383,3.536118745803833,5.732788562774658,0.506172239780426,0.13550589978694916,5.98322286605835,3.5452624320983888,34.33340358772442,5.101540978565691,34.648773193359375,5.114732529438291,0.03125,0,19.69882583618164,0,0.0,0,0.0,0.0,2.170007752970535,2.137932300567627,0.0,25.206190586090088,10.15623519649464
